rand_0001	Ubr,Rbu,Blu,Dbl,Flu,Rbd,Bdl,Bru,Rfu,Fru,Ldf,Fdl,Lbd,Fdr,Ubl,Bdr,Lfu,Dbr,Ufr,Ufl,Dfl,Lbu,Dfr,Rdf
rand_0002	Ufr,Rbu,Fdr,Bru,Dfl,Rbd,Fru,Ufl,Dfr,Dbl,Lbu,Blu,Rfu,Ubl,Bdr,Dbr,Flu,Fdl,Rdf,Lfu,Lbd,Bdl,Ubr,Ldf
rand_0003	Dbl,Blu,Dbr,Dfr,Dfl,Lbd,Rdf,Rfu,Ubr,Rbd,Fdr,Fdl,Bdr,Flu,Ufr,Lfu,Fru,Ldf,Bru,Ufl,Lbu,Ubl,Rbu,Bdl
rand_0004	Ubl,Rbu,Lbu,Rfu,Flu,Dfl,Bru,Bdr,Rbd,Ubr,Ldf,Rdf,Lfu,Fdl,Dfr,Ufr,Dbr,Dbl,Lbd,Bdl,Blu,Fru,Fdr,Ufl
rand_0005	Flu,Ldf,Lbd,Ufl,Fdl,Bdr,Rbu,Ubr,Dbr,Ufr,Blu,Fdr,Dfr,Rbd,Bdl,Dbl,Bru,Ubl,Fru,Rfu,Dfl,Lfu,Lbu,Rdf
rand_0006	Bdr,Fdr,Blu,Dfr,Bru,Rdf,Ufl,Fdl,Dbl,Rfu,Ubl,Ubr,Rbd,Ufr,Lbd,Fru,Dfl,Rbu,Bdl,Ldf,Flu,Dbr,Lbu,Lfu
rand_0007	Fdr,Ubl,Rfu,Ufl,Fru,Rbu,Dfr,Fdl,Blu,Dfl,Ldf,Dbr,Bdl,Flu,Bru,Dbl,Rbd,Bdr,Ufr,Lbu,Rdf,Lbd,Lfu,Ubr
rand_0008	Rdf,Dbl,Fru,Lbu,Dfl,Flu,Bdr,Fdl,Bru,Bdl,Rbd,Fdr,Lbd,Rfu,Ufl,Ubl,Blu,Dfr,Ldf,Ubr,Rbu,Ufr,Dbr,Lfu
rand_0009	Rdf,Fdl,Fdr,Ubl,Dfl,Ufr,Dbl,Bdl,Flu,Dbr,Dfr,Bru,Ubr,Rbu,Lbu,Rfu,Rbd,Blu,Fru,Lbd,Bdr,Ldf,Ufl,Lfu
rand_0010	Dfl,Ufr,Ubr,Dbl,Bdr,Fdl,Rbu,Flu,Rfu,Bdl,Fru,Rbd,Fdr,Rdf,Lbu,Dbr,Ldf,Bru,Ubl,Lfu,Lbd,Blu,Ufl,Dfr
rand_0011	Fru,Rbu,Bdl,Ufr,Lbd,Ubr,Blu,Bru,Ubl,Dfl,Dbr,Dfr,Rfu,Lfu,Dbl,Ldf,Rbd,Rdf,Fdr,Flu,Bdr,Lbu,Ufl,Fdl
rand_0012	Rdf,Dfl,Lbd,Rbu,Dfr,Bdl,Blu,Dbr,Ubr,Flu,Lbu,Rbd,Lfu,Ldf,Ubl,Fdr,Ufl,Fdl,Rfu,Bru,Fru,Bdr,Dbl,Ufr
rand_0013	Dbr,Rbd,Dfl,Rbu,Lfu,Bru,Flu,Fdr,Ubr,Bdr,Fdl,Fru,Ldf,Lbu,Lbd,Bdl,Ufr,Dfr,Rdf,Dbl,Rfu,Blu,Ufl,Ubl
rand_0014	Rdf,Rfu,Rbu,Bdl,Fru,Ubr,Rbd,Bdr,Blu,Dbl,Lfu,Lbu,Ufr,Dfr,Ubl,Lbd,Dfl,Bru,Fdl,Dbr,Flu,Ldf,Ufl,Fdr
rand_0015	Lbu,Dbr,Rfu,Ubr,Dfr,Flu,Bru,Ufr,Blu,Bdl,Fdl,Ldf,Ufl,Dbl,Dfl,Lbd,Ubl,Bdr,Rdf,Rbu,Fru,Lfu,Fdr,Rbd
rand_0016	Dfr,Dfl,Rbd,Lbu,Rdf,Dbr,Ldf,Fdl,Ubl,Lbd,Bru,Rfu,Ufr,Ubr,Fru,Dbl,Rbu,Fdr,Blu,Bdl,Lfu,Bdr,Ufl,Flu
rand_0017	Ubr,Rdf,Bdl,Rbu,Lbu,Lbd,Fdr,Dbr,Bru,Dfl,Blu,Ufl,Flu,Rbd,Ldf,Fdl,Rfu,Fru,Ubl,Dbl,Dfr,Bdr,Ufr,Lfu
rand_0018	Dfr,Lbd,Ubr,Blu,Rbu,Bdr,Ufr,Bdl,Rdf,Rfu,Dbl,Ufl,Lbu,Dbr,Lfu,Ldf,Fdr,Fru,Bru,Flu,Ubl,Fdl,Dfl,Rbd
